query,date,age,gender,city,state
lakeland_plastics,20210516,65Plus,Male,NULL,24554868
lakeland_plastics,20210518,65Plus,Male,NULL,24554868
lakeland_plastics,20210525,65Plus,Female,NULL,24554868
lakeland_plastics,20210528,65Plus,Female,15178,24554868
lakeland_plastics,20210602,65Plus,Female,13911,24554868
lakeland_plastics,20210608,55to64,Female,NULL,24554868
lakeland_plastics,20210611,65Plus,Female,15790,24554868
lakeland_plastics,20210707,55to64,Female,NULL,24554868
lakeland_plastics,20210707,65Plus,Female,15726,24554868
lakeland_plastics,20210708,55to64,Female,NULL,24554868
lakeland_plastics,20210718,65Plus,Male,NULL,24554868
lakeland_plastics,20210807,65Plus,Male,NULL,24554868
lakeland_plastics,20210816,55to64,Male,NULL,24554868
lakeland_plastics,20210821,65Plus,Female,24180,24554868
lakeland_plastics,20210827,45to54,Female,33591,24554868
lakeland_plastics,20210907,65Plus,NULL,11916,24554868
lakeland_plastics,20210910,55to64,Female,12723,24554868
lakeland_plastics,20210916,65Plus,Female,NULL,24554868
lakeland_plastics,20210919,55to64,Male,15871,24554868
lakeland_plastics,20210920,65Plus,Female,32282,24554868
lakeland_plastics,20211001,45to54,Male,18760,24554868
lakeland_plastics,20211004,65Plus,Female,28379,24554868
lakeland_plastics,20211005,65Plus,NULL,15127,12578049
lakeland_plastics,20211013,55to64,Female,44418,24554868
lakeland_plastics,20211016,55to64,Female,NULL,12578048
lakeland_plastics,20211024,65Plus,Female,NULL,12578048
lakeland_plastics,20211024,65Plus,Male,NULL,24554868
lakeland_plastics,20211026,55to64,Male,91714307,24554868
lakeland_plastics,20211027,65Plus,Male,NULL,24554868
lakeland_plastics,20211109,25to34,Female,21273,24554868
lakeland_plastics_catalogue,20210821,65Plus,Male,NULL,24554868
lakeland_plastics_online_shopping,20210714,65Plus,Female,NULL,24554868
lakeland_plastics_online_shopping,20211029,65Plus,Female,NULL,24554868
lego_made_from_recycled_plastic,20210719,55to64,Female,NULL,24554868
let_fossil_fuel_industry_pivot_plastics,20210828,35to44,Male,NULL,24554868
lkeland_plastic_microwave_onion_cooker,20211210,65Plus,Female,24522,24554868
loctite_plastic_bonding_system,20211031,Below13,Female,26879,12578049
makes_mouse_from_recycled_ocean_plastic,20211008,18to24,Male,33814,12578048
megan_fox_plastic_surgery_before_and_after,20210415,18to24,Male,10243,12578048
microsoft_from_recycled_ocean_plastic,20211008,35to44,Male,NULL,24554868
microsoft_from_recycled_plastic,20211008,45to54,Male,44418,24554868
microsoft_makes_from_ocean_plastic,20211008,35to44,Male,26042,24554868
microsoft_makes_mouse_from_recycled_plastic,20211007,18to24,Female,NULL,24554868
microsoft_makes_mouse_from_recycled_plastic,20211008,45to54,Male,44418,24554868
microsoft_makes_mouse_plastic,20211008,35to44,Male,NULL,24554868
microsoft_mouse_from_recycled_ocean_plastic,20211009,18to24,Male,33814,12578048
microsoft_mouse_from_recycled_plastic,20211008,25to34,Male,34711,24554868
microsoft_mouse_recycled_ocean_plastic,20211007,55to64,Male,44418,24554868
midland_building_plastics,20210421,18to24,NULL,34982,24554868
mountain_finds_plastic_clean,20211223,45to54,Male,44418,24554868
mountain_high_finds_plastic_clean,20211223,35to44,Male,21248,24554868
national_plastics,20210429,65Plus,Female,NULL,24554868
national_plastics,20210522,65Plus,NULL,41169,24554868
national_plastics,20210601,65Plus,NULL,41169,24554868
national_plastics,20210803,55to64,Female,NULL,24554868
national_plastics,20210908,55to64,Female,NULL,24554868
national_plastics,20211026,13to17,NULL,NULL,24554868
national_plastics_pontypridd,20210916,65Plus,Male,NULL,12578049
national_plastics_tamworth,20210914,65Plus,Female,36934,24554868
nicole_kidman_plastic_surgery,20210516,65Plus,Male,NULL,24554868
nicole_kidman_plastic_surgery,20210824,65Plus,Male,15782,24554868
nicole_kidman_plastic_surgery,20211002,65Plus,Male,15790,24554868
omega_plastics_aintree,20210606,55to64,Male,NULL,24554868
plastic_bellypan_for_multiplex_shark_rc_plane,20211217,65Plus,Male,37818,24554868
plastic_bottles_ikea,20211217,55to64,Female,44418,24554868
plastic_garden_sheds_amazon,20210701,55to64,Female,26740,12578048
plastic_head_distribution,20210610,45to54,Male,NULL,24554868
plastic_people,20210420,25to34,Female,36303,24554868
plastic_storage_boxes_home_depot,20210624,55to64,Male,NULL,24554868
plastic_storage_drawers_ikea,20211016,55to64,NULL,41169,24554868
plastic_surgery_london,20210423,35to44,Female,44418,24554868
precision_black_plastic_railing_connectors_in_uk,20211125,45to54,Female,44418,24554868
produce_world_plastic_waste_report_reveals,20210519,45to54,Male,NULL,24554868
punky_meadows_plastic_surgery,20210421,45to54,Male,44418,24554868
purchase_airfix_kits_plastic_kits,20211202,65Plus,Male,44418,24554868
pyramid_plastics_motorcycle_accessories,20210717,65Plus,Male,24522,24554868
raquel_welch_plastic_surgery,20211205,55to64,Female,44418,24554868
rigid_plastic_white_sheet,20211215,65Plus,Male,31324,24554868
rylan_clarkneal_plastic_surgery,20210823,45to54,Female,NULL,23424847
sbp_plastics_birmingham,20210428,65Plus,Male,15826,24554868
stafford_plastics,20210728,65Plus,Female,35801,24554868
ted_baker_blck_plastic_bag,20211110,45to54,Female,44418,24554868
titan_plastic_products,20211124,65Plus,Male,31935,24554868
twenty_firms_produce_plastic_waste_report,20210521,45to54,Male,25701,24554868
twenty_produce_world_plastic_waste_report,20210520,25to34,Male,13383,24554868
twenty_produce_world_plastic_waste_report,20210524,25to34,Male,35653,24554868
twenty_world_plastic_waste_report_reveals,20210519,25to34,Male,35653,24554868
twenty_world_plastic_waste_report_reveals,20210525,25to34,Male,35653,24554868
upvc_flat_plastic_board_45mm,20211209,55to64,Female,34503,24554868
venture_plastics_aldridge,20210619,65Plus,Female,NULL,24554868
visqueen_plastic_sheeting,20210821,65Plus,Male,20832,24554868
visqueen_plastic_sheeting,20211213,65Plus,Male,35801,24554868
whatmore_plastics,20210602,45to54,Male,NULL,24554868
whatmore_plastics,20210705,45to54,Male,NULL,24554868
whatmore_plastics,20210922,45to54,Male,NULL,24554868
whatmore_plastics,20210928,45to54,Male,NULL,24554868
whatmore_plastics,20211006,45to54,Male,NULL,24554868
why_anticovid_plastic_barriers_classrooms_restaurants,20210820,18to24,Male,NULL,24554868
why_anticovid_plastic_barriers_make_things,20210825,25to34,Male,26191,24554868
why_anticovid_plastic_barriers_may,20210821,55to64,NULL,20293,24554868
why_anticovid_plastic_restaurants_make_things,20210820,25to34,Male,44418,24554868
why_plastic_may_make_things,20210821,45to54,Male,44418,24554868
why_put_a_plastic_bottle_on_car_tire,20211221,45to54,Male,33029,24554868
why_put_a_plastic_bottle_on_tires_when_parked,20211221,45to54,Female,17085,24554868
why_put_a_plastic_bottle_on_your_tires_when_parked,20211029,65Plus,Female,13864,12578049
why_should_you_place_a_plastic_bottle_on_your_car_tire,20211027,65Plus,Male,NULL,24554868
wickes_plastic_trim,20210807,65Plus,Male,NULL,24554868
yeonmi_park_plastic_surgery,20210509,55to64,Male,32326,24554868
yeonmi_park_plastic_surgery,20210807,35to44,Male,44418,24554868
zac_efron_plastic_surgery,20210503,35to44,Female,NULL,24554868
zac_efron_plastic_surgery,20210514,45to54,Male,NULL,24554868
zac_efron_plastic_surgery,20210519,45to54,Male,14711,24554868
2mm_plasticacrylic_tubing_home_depot,20211116,65Plus,Male,13527,24554868
across_globe_are_evolving_plastic_study,20211216,18to24,Male,13527,24554868
across_globe_are_evolving_to_plastic,20211215,55to64,NULL,24083,24554868
across_globe_evolving_plastic_study_finds,20211215,35to44,Male,29353,24554868
acrylic_paints_for_plastic_models_for_sale_on_ebay,20211114,65Plus,Male,40511,24554868
airfix_plastic_kits,20211225,65Plus,Male,33591,24554868
amari_plastics,20210524,45to54,Male,36688,24554868
amari_plastics,20210928,55to64,Female,35375,24554868
amari_plastics,20211105,55to64,Male,44418,24554868
amazon_storage_plastic_boxes,20211120,65Plus,Male,44418,24554868
anna_faris_plastic_surgery_before_after,20211006,65Plus,Female,44418,24554868
anticovid_plastic_barriers_classrooms_restaurants_may,20210821,45to54,Male,44418,24554868
anticovid_plastic_barriers_may,20210821,55to64,NULL,NULL,24554868
argos_plastic_sheds,20211212,Below13,Male,19909,24554868
ask_plastics_so_14_5qq,20211116,45to54,Female,28836115,24554868
athearn_ho_head_light_plastic_cover,20211126,55to64,Female,41117,24554868
b_q_plastic_steps_for_reaching_car_windscreens,20211121,65Plus,Female,26279,24554868
barrier_trapping_plastic_before_can,20210609,25to34,NULL,19578,24554868
bondic_liquid_plastic_welder,20211127,65Plus,Male,13383,24554868
bubble_barrier_plastic_waste_can_get,20210610,18to24,Male,NULL,24554868
bubble_barrier_sea_plastic_before_it,20210609,25to34,Male,NULL,24554868
bubble_barrier_sea_plastic_waste_before,20210609,25to34,Male,13383,24554868
bubble_barrier_sea_trapping_plastic_waste,20210609,45to54,Male,NULL,24554868
bubble_barrier_trapping_plastic_waste_it,20210609,25to34,Male,NULL,24554868
bugs_across_globe_are_evolving_plastic,20211215,18to24,Male,22179,24554868
bugs_across_globe_eat_plastic,20211215,35to44,Male,26062,24554868
bugs_across_globe_evolving_plastic_study,20211215,35to44,Male,26062,24554868
bugs_globe_evolving_to_eat_plastic,20211215,55to64,Male,13664,24554868
c_m_bargains_plastic_packing_crates,20211204,65Plus,Male,37362,24554868
ca_plastics,20210519,65Plus,Male,NULL,24554868
ca_plastics,20210825,65Plus,Male,NULL,24554868
ca_plastics,20211011,35to44,Male,28168,24554868
can_black_and_decker_710w_angle_grinder_cut_plastic_sheet,20211129,55to64,Male,19344,12578048
carol_vorderman_plastic_surgery,20210503,65Plus,Male,44418,24554868
carol_vorderman_plastic_surgery,20210521,55to64,Male,NULL,24554868
carol_vorderman_plastic_surgery,20210522,55to64,Female,44418,24554868
carol_vorderman_plastic_surgery,20210524,65Plus,NULL,20361,24554868
carol_vorderman_plastic_surgery,20210524,65Plus,Male,39210,24554868
carol_vorderman_plastic_surgery,20210620,65Plus,Female,NULL,24554868
carol_vorderman_plastic_surgery,20210716,35to44,Female,NULL,24554868
carol_vorderman_plastic_surgery,20210810,55to64,Male,36240,24554868
carol_vorderman_plastic_surgery,20210811,65Plus,Female,14979,24554868
carol_vorderman_plastic_surgery,20211031,65Plus,Male,25380,12578048
central_plastics,20211124,45to54,Male,28321,12578049
clear_plastic_sheets_amazon,20210629,65Plus,Male,NULL,24554868
company_singleuse_plastics_is_using_enzymes,20211007,25to34,Male,44418,24554868
coop_plastic_recycling,20211001,65Plus,Female,41415,24554868
courteney_cox_plastic_surgery,20210830,35to44,NULL,NULL,24554868
courtney_cox_plastic_surgery,20210626,65Plus,Female,35801,24554868
courtney_cox_plastic_surgery,20210918,65Plus,Male,44418,24554868
daisy_taylor_before_after_plastic_surgery,20211206,55to64,Male,27997,24554868
david_schwimmer_plastic_surgery,20210521,35to44,Male,NULL,24554868
dc_fix_sticky_back_plastic,20210623,55to64,Male,38952,24554868
do_twinings_tea_bags_contain_plastic,20210606,45to54,Female,32317,12578049
do_you_ever_feel_like_a_plastic_bag,20210607,25to34,NULL,44418,24554868
dr_chin_plastic_surgery,20210609,25to34,Female,NULL,24554868
dsw_eames_style_plastic_dining_chair_retro_budget_modern_office_designer_uk,20211213,45to54,Male,33295,24554868
ebay_plastic_tubing,20211129,45to54,Female,33359,24554868
eco_bricks_plastic_bottles,20210520,65Plus,Female,16779,24554868
fablon_sticky_back_plastic,20210419,65Plus,Female,22690,12578049
firms_produce_plastic_report_reveals,20210521,45to54,Male,25701,24554868
firms_produce_world_plastic_waste_report,20210520,55to64,Male,44418,24554868
firms_world_plastic_waste_report,20210520,45to54,Male,44418,24554868
fixing_plastic_skirting_to_tiles_home_depot_youtube,20211128,55to64,Male,NULL,24554868
french_company_plastics_enzymes_to_recycle,20211007,18to24,NULL,30704,24554868
french_company_plastics_enzymes_to_recycle,20211007,18to24,Female,NULL,24554868
french_company_plastics_is_to_recycle,20211007,18to24,Female,NULL,24554868
french_company_plastics_using_enzymes_to,20211007,35to44,Female,NULL,24554868
french_company_plastics_using_enzymes_to,20211008,35to44,Female,NULL,24554868
french_company_plastics_using_to_one,20211007,65Plus,NULL,NULL,24554868
french_company_singleuse_plastics_enzymes_most,20211007,18to24,Male,NULL,24554868
french_company_singleuse_plastics_is_using,20211008,35to44,Male,44418,24554868
gap_plastics,20210429,55to64,Male,37876,24554868
gap_plastics,20210525,65Plus,Male,NULL,24554868
gap_plastics,20211016,65Plus,Female,44418,24554868
globe_are_eat_plastic_study_finds,20211215,35to44,Male,29353,24554868
globe_are_evolving_to_plastic_study,20211216,35to44,Male,44418,24554868
globe_evolving_eat_plastic_study,20211216,45to54,Male,44418,24554868
hdpe_plastic,20210428,65Plus,Female,NULL,24554868
henderson_plastics,20210927,65Plus,Male,NULL,24554868
high_study_finds_plastic_air,20211223,25to34,Male,44418,24554868
hurst_plastics,20210623,65Plus,Male,NULL,24554868
hurst_plastics,20210923,45to54,Male,NULL,24554868
ideal_logic_esp1_35_plastic_front_doors,20211215,55to64,Male,44418,24554868
ivanka_trump_plastic_surgery,20211116,55to64,Male,44418,24554868
joining_plastic_metal_recycle_list_fake,20210902,65Plus,Male,28218,24554868
katherine_ryan_plastic_surgery,20210416,55to64,Female,15726,24554868
keter_plastic_shed,20210907,35to44,Male,NULL,24554868
keter_plastic_sheds,20210514,35to44,Female,21125,12578048
keter_plastic_sheds,20210802,45to54,Female,26042,24554868
keter_plastic_sheds,20210810,25to34,Female,17233,24554868
kim_novak_plastic_surgery,20210727,45to54,Female,44418,24554868
king_kits_plastic_models,20211127,55to64,Male,37073,24554868
kristen_bell_plastic_surgery,20210425,55to64,Female,NULL,24554868
lakeland_plastic,20211005,65Plus,Male,NULL,12578048
lakeland_plastic_b9n,20211017,65Plus,Female,NULL,24554868
lakeland_plastics,20210428,65Plus,Male,NULL,12578049
lakeland_plastics,20210429,65Plus,Female,NULL,12578048
lakeland_plastics,20210430,55to64,Female,14997,24554868
lakeland_plastics,20210507,65Plus,Female,38325,24554868
lakeland_plastics,20210508,65Plus,Female,30599,24554868
lakeland_plastics,20210612,55to64,NULL,56862273,12578048
lakeland_plastics,20210616,65Plus,NULL,NULL,24554868
lakeland_plastics,20210618,65Plus,Male,44418,24554868
lakeland_plastics,20210630,65Plus,Female,18718,24554868
lakeland_plastics,20210701,65Plus,Female,12710,24554868
lakeland_plastics,20210807,65Plus,Female,15178,24554868
lakeland_plastics,20210909,65Plus,Male,21125,12578048
lakeland_plastics,20210913,65Plus,Male,NULL,24554868
lakeland_plastics,20210915,55to64,Female,NULL,12578048
lakeland_plastics,20211019,55to64,Female,NULL,24554868
lakeland_plastics,20211021,65Plus,Female,28262,24554868
lakeland_plastics_catalogue,20210423,65Plus,Male,NULL,24554868
lakeland_plastics_online_shopping,20210511,55to64,Male,NULL,12578048
lakeland_plastics_online_shopping,20211228,55to64,Female,38054,12578049
leitz_plastic_folder_1010_10105068_for_sale,20211122,55to64,Male,28326,24554868
let_fossil_fuel_industry_toxic_plastics,20210830,18to24,Male,NULL,24554868
linda_tripp_plastic_surgery_before_after,20210912,45to54,NULL,19792,24554868
lv_plastic_bag,20211213,45to54,Female,44418,24554868
madonna_plastic_surgery,20211126,45to54,NULL,13224,12578048
makes_mouse_ocean_plastic,20211008,35to44,Female,NULL,24554868
marmax_plastic_benches,20211115,65Plus,Male,10190,24554868
megan_fox_plastic_surgery_before_and_after,20210909,35to44,Female,NULL,NULL
microsoft_makes_mouse_from_ocean_plastic,20211007,35to44,Male,44418,24554868
microsoft_makes_mouse_from_plastic,20211008,35to44,Male,26042,24554868
microsoft_makes_mouse_recycled_plastic,20211008,35to44,Male,26042,24554868
microsoft_mouse_ocean_plastic,20211008,35to44,Male,26042,24554868
microsoft_mouse_plastic,20211008,35to44,Male,NULL,24554868
microsoft_mouse_recycled_ocean_plastic,20211008,25to34,Male,NULL,24554868
mindy_kaling_plastic_surgery,20210531,18to24,NULL,18760,24554868
mr_sood_plastic_surgeon,20210520,65Plus,Female,44418,24554868
national_plastics,20210415,55to64,Male,15127,12578049
national_plastics,20210419,55to64,Male,NULL,24554868
national_plastics,20210420,55to64,Female,12723,24554868
national_plastics,20211007,55to64,Male,32452,24554868
national_plastics_newport,20210428,65Plus,Male,30165,12578049
national_plastics_pontypridd,20211011,65Plus,Male,NULL,12578049
nicole_kidman_plastic_surgery,20210830,55to64,Female,NULL,24554868
ocean_pollution_plastic,20211118,45to54,Female,12034,24554868
perspex_plastic,20210503,65Plus,Male,24502,12578048
plastic_box_amaxon_uk,20211212,35to44,Male,14979,24554868
plastic_coat_hangers_amazon,20211123,65Plus,Female,12070,24554868
plastic_construction_kits_revell_125_32_ford_hot_rods,20211108,65Plus,Male,32792,24554868
plastic_lambretta_kit_harington,20211211,65Plus,Male,44418,24554868
plastic_models_tamiya,20210603,35to44,Female,NULL,12578048
plastic_models_tamiya,20211028,65Plus,Male,NULL,24554868
plastic_seat_trim_for_ford_tourneo_connect,20211108,35to44,Female,14486,12578049
plastic_wheel_trim_for_vw_t_25,20211222,55to64,Male,26879,12578049
pme_golf_decorationsplastic_figures_13pieces_greenredbluewhiteblack_17_x_121_x_36_cm,20210627,45to54,Female,25093,24554868
pplasticsexpress,20210820,45to54,Female,NULL,24554868
produce_world_plastic_waste,20210520,18to24,Male,NULL,24554868
produce_world_plastic_waste_report_reveals,20210523,25to34,Male,35653,24554868
revell_plastic_model_kits,20210416,65Plus,Male,NULL,24554868
revell_plastic_models,20211209,65Plus,Male,38871,24554868
rigid_plastic_pipe,20211129,65Plus,Male,29424,24554868
screwfix_plastic_strimmer_blades,20210827,55to64,Male,22179,24554868
semiautomated_single_head_plastic_jerry_can_capping,20211216,55to64,Female,33429,24554868
sky_plastics,20210525,65Plus,Male,NULL,24554868
spain_ban_sale_fruit_plastic_from,20210923,65Plus,Male,28218,24554868
spain_to_ban_sale_plastic_from,20210923,45to54,Male,44418,24554868
spain_to_ban_sale_plastic_from,20210923,65Plus,Male,28218,24554868
stockard_channing_plastic_surgery,20210925,65Plus,Female,NULL,12578048
superplastic_20m_series_38mhatmakertechcrunch,20211021,55to64,Male,44418,24554868
the_plastic_man,20210511,35to44,NULL,NULL,24554868
thompsons_plastic_factory,20211124,55to64,Male,35356,24554868
tom_cruise_plastic_surgery,20210826,45to54,Female,NULL,24554868
trentplastics,20211208,65Plus,Male,18649,12578048
twenty_firms_produce_plastic_report,20210520,25to34,Male,NULL,24554868
twenty_firms_produce_plastic_report,20210525,25to34,Male,35653,24554868
twenty_firms_produce_plastic_waste_report,20210519,25to34,Female,32185,24554868
twenty_firms_produce_plastic_waste_report,20210524,25to34,Male,35653,24554868
twenty_produce_plastic_report_reveals,20210520,35to44,Male,26042,24554868
twenty_produce_world_plastic_report,20210522,25to34,Male,44418,24554868
twenty_produce_world_plastic_waste_report,20210520,25to34,Male,44418,24554868
twenty_produce_world_plastic_waste_reveals,20210520,45to54,Male,25701,24554868
twenty_world_plastic_waste,20210520,65Plus,Male,28218,24554868
twenty_world_plastic_waste_report_reveals,20210520,25to34,Male,44418,24554868
vera_farmiga_plastic_surgery,20210520,55to64,Male,30720,24554868
vestax_pdt_5000_plastic_dust_cover,20211212,45to54,Male,21125,12578048
visqueen_plastic_sheeting,20210621,45to54,Male,12903,24554868
why_anticovid_plastic_make_things_worse,20210820,25to34,Male,16017,24554868
why_anticovid_plastic_may_things_worse,20210821,55to64,NULL,NULL,24554868
why_plastic_classrooms_restaurants_may_make,20210823,65Plus,NULL,30720,24554868
why_plastic_make_things_worse,20210821,45to54,Male,44418,24554868
wickes_plastic_shelving,20211115,55to64,Male,14605,24554868
wickes_plastic_skirting,20211218,45to54,Female,22179,24554868
zac_efron_plastic_surgery,20210426,45to54,Male,44418,24554868
zac_efron_plastic_surgery,20210427,55to64,Female,40442,24554868
zac_efron_plastic_surgery,20210428,45to54,Female,NULL,24554868
zac_efron_plastic_surgery,20210504,35to44,Male,NULL,24554868
zac_efron_plastic_surgery,20210511,35to44,Female,36758,12578049
zac_efron_plastic_surgery,20210605,25to34,Female,NULL,12578048
zac_efron_plastic_surgery_before_and_after,20210819,45to54,Female,NULL,24554868
across_globe_are_evolving_eat_plastic,20211215,35to44,Male,44418,24554868
across_globe_evolving_to_eat_plastic,20211215,45to54,Male,27334,24554868
advanced_plastics,20210913,55to64,Male,25211,24554868
alison_krauss_plastic_surgery,20211126,55to64,Male,14486,12578049
ally_walker_plastic_surgery,20210912,55to64,Female,NULL,12578048
amanda_holden_plastic_surgery,20211229,25to34,Female,44418,24554868
amari_plastics,20210630,65Plus,Male,28218,24554868
amazon_inc_single_use_plastic,20211128,18to24,Male,36135,12578048
angel_plastics_sutton,20210906,65Plus,Male,19649,24554868
anticovid_plastic_barriers_classrooms_restaurants_may,20210820,55to64,NULL,20293,24554868
anticovid_plastic_barriers_things,20210821,25to34,Male,36240,24554868
anticovid_plastic_may_make_things,20210821,35to44,Male,NULL,24554868
atlantic_plastics,20210511,65Plus,Male,35653,24554868
b_and_q_plastic_sheets,20211123,65Plus,Male,31935,24554868
b_q_window_boxes_plastic,20211122,55to64,Female,44418,24554868
ban_sale_vegetables_plastic_wrapping_from,20210924,65Plus,Male,28218,24554868
barrier_sea_trapping_plastic_waste_before,20210610,18to24,Male,NULL,24554868
barrier_trapping_plastic_before_it_can,20210609,25to34,Male,NULL,24554868
bella_hadid_before_plastic_surgery,20210711,45to54,Female,44418,24554868
bondic_liquid_plastic_welder,20211128,55to64,Female,22969,24554868
bq_25_16_plastic_trunking,20211115,65Plus,Male,28051,24554868
bubble_barrier_plastic_before_it_can,20210609,25to34,NULL,26734,24554868
bubble_barrier_sea_plastic_before_into,20210609,55to64,NULL,NULL,24554868
bubble_barrier_sea_plastic_waste_before,20210609,25to34,NULL,19578,24554868
bubble_barrier_trapping_plastic_before_can,20210609,35to44,Male,26042,24554868
bubble_sea_trapping_plastic_can_get,20210609,25to34,NULL,19578,24554868
bubble_sea_trapping_plastic_waste_it,20210609,18to24,Male,NULL,24554868
bubble_trapping_plastic_before_it_can,20210609,25to34,Male,14979,24554868
bugs_across_evolving_plastic_study_finds,20211215,35to44,Male,29353,24554868
bugs_across_globe_are_to_plastic,20211215,45to54,Male,44418,24554868
bugs_across_globe_evolving_eat_plastic,20211215,55to64,NULL,24083,24554868
bugs_globe_are_evolving_to_plastic,20211215,35to44,Male,29353,24554868
bugs_globe_evolving_eat_plastic,20211215,35to44,Male,29353,24554868
c_a_plastics,20211216,55to64,Female,15726,24554868
car_guys_plastic_restorer,20210713,35to44,Female,NULL,24554868
cardiff_plastics,20210606,65Plus,Male,15127,12578049
carol_vorderman_plastic_surgery,20210426,18to24,Male,11916,24554868
carol_vorderman_plastic_surgery,20210427,35to44,Male,44941,20070563
carol_vorderman_plastic_surgery,20210427,45to54,NULL,25701,24554868
carol_vorderman_plastic_surgery,20210427,65Plus,Male,NULL,12578049
carol_vorderman_plastic_surgery,20210428,45to54,Female,NULL,20070563
carol_vorderman_plastic_surgery,20210523,65Plus,Female,NULL,24554868
carol_vorderman_plastic_surgery,20210611,45to54,Male,18760,24554868
carol_vorderman_plastic_surgery,20210810,65Plus,Male,NULL,24554868
carol_vorderman_plastic_surgery,20210924,55to64,Female,NULL,24554868
carol_vorderman_plastic_surgery,20210930,55to64,Male,24179,12578048
carol_vorderman_plastic_surgery,20211007,65Plus,Female,NULL,24554868
carol_vorderman_plastic_surgery,20211031,65Plus,NULL,NULL,12578048
carol_vorderman_plastic_surgery,20211101,55to64,Male,44418,24554868
century_plastics,20210428,45to54,Male,10243,12578048
christie_brinkley_plastic_surgery,20211001,55to64,Female,21125,12578048
clarke_plastic_fuel_tanks,20210714,55to64,Male,NULL,24554868
coachman_corner_joint_plastic_protector,20211117,55to64,Male,20928,24554868
company_singleuse_plastics_is_using_enzymes,20211007,18to24,Female,NULL,24554868
courtney_cox_plastic_surgery,20210819,55to64,Male,41042,24554868
daisy_taylor_before_after_plastic_surgery,20210711,65Plus,Male,NULL,24554868
dont_fossil_fuel_industry_toxic_plastics,20210831,18to24,Male,NULL,24554868
dont_let_fossil_plastics_chemicals,20210830,18to24,Male,NULL,24554868
dr_plastics,20210909,55to64,Male,NULL,24554868
dr_plastics_redruth,20210617,45to54,Male,NULL,24554868
dunelm_plastic_bathroom_cabinets_mirror_uk,20211114,65Plus,Male,38570,24554868
duplo_plastic_train_rails_extension,20211117,65Plus,Female,37125,24554868
fablon_sticky_back_plastic,20210705,65Plus,Male,22619,24554868
firms_plastic_waste_reveals,20210519,25to34,Female,32185,24554868
firms_produce_plastic_report,20210519,18to24,Female,19792,24554868
firms_produce_plastic_waste_report_reveals,20210524,25to34,Male,35653,24554868
fixings_for_plastic_side_skirts_on_my_alfa_156_veloce,20211228,65Plus,Male,33424,24554868
ford_transit_custom_2018_how_to_remove_the_steering_column_plastic_cowels,20211219,55to64,Male,15665,24554868
french_company_plastics_using_enzymes_to,20211007,45to54,Male,25701,24554868
french_company_singleuse_plastics_is_enzymes,20211007,65Plus,Male,28218,24554868
french_company_singleuse_plastics_is_using,20211007,25to34,Male,10243,12578048
french_company_singleuse_plastics_is_using,20211007,65Plus,NULL,NULL,24554868
french_company_singleuse_plastics_to_recycle,20211008,35to44,Female,44418,24554868
gap_plastic_products,20210611,55to64,Male,NULL,24554868
gap_plastics,20210803,65Plus,Male,34503,24554868
gap_plastics,20210903,65Plus,Male,23978,24554868
gillian_anderson_plastic_surgery,20210715,55to64,Male,NULL,24554868
globe_are_eat_plastic_finds,20211215,55to64,NULL,24083,24554868
globe_evolving_to_eat_plastic_study,20211215,18to24,Male,22179,24554868
globe_to_eat_plastic_finds,20211215,55to64,NULL,24083,24554868
gwen_stefani_plastic_surgery_before_and_after,20210416,35to44,Female,NULL,24554868
hannants_plastic_models,20210904,35to44,Male,NULL,24554868
hdpe_plastic,20211214,45to54,Female,33187,12578049
high_study_finds_plastic_clean_air,20211222,18to24,Female,39210,24554868
hurst_plastics,20210608,65Plus,Male,NULL,24554868
hurst_plastics,20210817,65Plus,Male,32185,24554868
icm_icm35020_plastic_model_kit,20211229,45to54,Male,34589,24554868
ideal_logic_esp1_35_plastic_front_covers,20211215,55to64,Male,44418,24554868
ivanka_trump_plastic_surgery,20210714,65Plus,Male,19711,24554868
joining_plastic_recycle_fake_art,20210902,25to34,Male,14979,24554868
katherine_ryan_plastic_surgery,20210623,65Plus,Female,44418,24554868
katherine_ryan_plastic_surgery,20210929,55to64,Female,NULL,24554868
katty_kay_plastic_surgery,20211002,65Plus,Male,10725,24554868
kent_plastics_yate,20210623,35to44,Male,32424,24554868
keter_plastic_sheds,20210422,65Plus,Male,NULL,24554868
keter_plastic_sheds,20210509,55to64,Male,19344,12578048
keter_plastic_sheds,20210630,65Plus,Male,27871,24554868
keter_plastic_sheds,20210902,45to54,Male,11916,24554868
keter_plastic_sheds_6x4,20210601,65Plus,Male,33893,24554868
keter_plastic_sheds_for_sale,20211212,Below13,Male,19909,24554868
lakeland_plastics,20210417,65Plus,Male,39301,24554868
lakeland_plastics,20210421,65Plus,Male,15178,24554868
lakeland_plastics,20210421,65Plus,Male,19344,12578048
lakeland_plastics,20210502,65Plus,Female,21125,12578048
lakeland_plastics,20210503,55to64,Female,26734,24554868
lakeland_plastics,20210503,65Plus,Male,19344,12578048
lakeland_plastics,20210515,65Plus,Female,92156007,24554868
lakeland_plastics,20210517,65Plus,Female,10718,24554868
lakeland_plastics,20210521,65Plus,Male,NULL,24554868
lakeland_plastics,20210529,45to54,Female,NULL,24554868
lakeland_plastics,20210601,65Plus,Male,24511,12578048
lakeland_plastics,20210602,65Plus,Female,NULL,12578049
lakeland_plastics,20210602,65Plus,Female,39321,24554868
lakeland_plastics,20210608,65Plus,Male,NULL,24554868
