query,date,age,gender
puffin_travel_insurance,20210605,35-44,Male
specialist_travel_insurance_for_cancer_sufferers,20210728,55-64,Female
tesco_travel_insurance,20210620,65+,Female
travelinsurancemedical,20211012,65+,Male
what_is_the_legal_position_on_vouchers_and_annual_passes_which_expired_during_covid,20210409,55-64,Female
go_compare_holiday_home_insurance_over_65,20210311,65+,Female
how_much_would_travel_insurance_cost_for_a_two_week_cruise,20210922,65+,Male
paul_heyman_travel_insurance,20211222,65+,Male
travel_insurance_zurich,20210316,45-54,Female
aa_car_insurance,20220113,65+,Male
e_h_i_c,20210609,65+,Male
holiday_insurance_compare,20210606,65+,Female
holiday_insurance_for_42day_trip,20211114,65+,Male
insure_for_travel_health_insurance,20211125,65+,Male
post_office,20211014,65+,Female
travel_insurance_for_over_80,20210822,45-54,Male
civd_travel_insurance_cover,20211009,NULL,Female
coverwise_travel_insurance,20211213,25-34,Female
covid_travel_insurance,20210731,65+,Female
natwest_insurance_claim,20210923,55-64,Male
shearings_coach_tours_uuk_travel_insurance,20210808,65+,Female
trainline_insurance,20211214,55-64,Male
can_you_get_insurance_to_amber_list_countries_in_europe,20210709,65+,Female
coverwise_travel,20211023,NULL,Female
lloydsbankavatravel_insurance,20210305,45-54,Female
best_covid_travel_insurance,20210713,45-54,Female
staysure_travel_insurance,20210918,65+,Female
travel_insurance,20210918,55-64,Male
zurich_travel_insurance,20211014,55-64,Male
best_holiday_insurance_cover,20210901,45-54,Male
can_i_not_get_insirance_to_amber_list,20210729,35-44,Female
covid_19_travel_insurance_premiums_refund,20210423,65+,Female
does_your_travel_insurance_cover_you_if_you_travel_to_spain_warning,20210528,65+,Male
travel_insurance,20210319,65+,Male
travel_insurance,20210621,65+,Male
travel_insurance_with_covid_cover,20210922,25-34,Female
90_day_travel_insurance,20211011,65+,Male
covid_travel_insurance_uk,20220114,45-54,Male
health_insurance_for_iom_residents_in_uk,20210708,65+,Male
rock_travel_insurance_uk_on_the_beach_holidays,20211222,65+,Male
travel_insurance_covering_cancellation_of_villa_due_to_covid_travel_trestrictions,20210319,NULL,Female
coverwise_travel_insurance,20210223,45-54,Male
covid_safe_holiday_destinations,20210930,65+,Male
eurotunnel_insurance_with_preexisting_medical,20210908,55-64,Male
nationwidecoukflexaccounttravel,20210907,65+,Female
paul_heyman_insurance,20211222,65+,Male
staysure_travel_insurance,20211123,55-64,Male
travel_insurance_for_cancer_patients,20220110,65+,Female
wwwlloyds_bankava_travelinscom,20210908,65+,Female
can_i_get_travel_insurance_with_cancer,20220111,65+,Male
covid_travel_insurance_cover,20210509,55-64,Male
reais_insurance,20210204,65+,Male
rough_guide_travel_insurance,20210602,NULL,Female
staysure_travel_insurance,20210815,55-64,NULL
staysure_travel_insurance_for_over_80s,20220120,65+,Female
uk_holiday_insurance_cancellation,20210430,65+,Male
axa_thailand_covid_insurance_refund_policy,20211220,35-44,Male
best_travel_insurance,20210423,NULL,Male
travel_insurance_comparison_for_over_70,20210310,65+,Female
travel_insurance_for_a_red_country,20210829,65+,Female
winter_sports_travel_insurance_for_over_70_during_a_trip,20211028,65+,Female
best_annual_travel_insurance_with_covid_coverage_uk,20211108,55-64,NULL
cruise_travel_insurance_over_65,20220128,65+,Male
definition_of_a_close_relative_for_travel_insurance_is,20211117,65+,Male
do_you_need_medical_insurance_on_staycation_holidays,20210831,65+,Female
holiday_insurance_for_over_65,20211014,65+,NULL
tui,20210314,65+,Female
best_covid_travel_insurance,20211110,45-54,Female
cuvva_travel_insurance,20211101,65+,Male
halifax_travel_insurance_ultimate_reward_card_bank_of_scotland,20210928,55-64,Male
nationwide_travel_insurance_uk_travel,20210426,35-44,Female
rias_insurance_for_the_over_50s,20210827,65+,Male
travel_insurance_covid19_hong_kong,20210619,NULL,Female
annual_travel_insurance_90_days,20210906,35-44,Male
does_sag_offer_unoccupied_house_insurance_for_houses_unoccupied_for_3,20210630,65+,Male
covid_travel_insurance,20211111,65+,Male
foreign_office_uk_travel_advice,20210626,55-64,Female
holiday_home_insurance_italy,20210308,55-64,Male
puffin_travel_insurance,20210628,35-44,Male
barclays_premier_visa_credit_card_travel_insurance_benefits_with_card,20210909,45-54,Female
best_over_70s_travel_insurance,20211114,65+,Male
canaelation_insurance_for_uk_holidays,20210513,65+,Male
holiday_insurance,20211003,65+,Male
insure_and_go_travel_insurance,20210930,65+,Male
single_trip_travel_insurance_usa,20210705,35-44,Female
travel_insurance,20210404,65+,Male
travel_insurance_amber_country_list,20210508,45-54,Male
travel_insurance_with_covid_cover_after_being_contacted_through_track_and_trace,20210709,35-44,Male
travelsure_insurance,20211106,65+,Male
uk_holiday_insurance,20210913,45-54,Female
amex_travel_insurance_and_covid,20210922,45-54,Male
covid_19_travel_insurance_uk,20211202,35-44,Female
holiday_extras_insurance,20211206,NULL,Male
inhumane_conditions,20210723,35-44,Female
premier_travel_insurance_with_nil_excess_coverage,20210624,65+,Male
staysure,20211205,NULL,Male
travel_insurace_medical_side_will_my_gp_help_to_fill_in,20220118,65+,Male
travel_insurance_for_amber_rated_countries,20210527,65+,Male
uk_holiday_insurance,20210416,65+,Male
holiday_insurance_for_over_65,20210322,65+,Female
leisure_guard_travel_insurance,20210309,65+,Male
morethancom,20210804,65+,Male
nationwide_building_socity_travel_insurrance,20211128,45-54,Female
travel_insurance_comparison,20211212,55-64,Female
which_travel_insurance_covid_cancellation_insurance_for_holidays,20220108,65+,Female
www_ergo_travel_insuranceclaim,20210311,35-44,Male
travel_insurance,20220110,65+,Male
travel_insurance_with_covid_cover,20210901,45-54,Female
wwwcoverwisecouk,20211206,55-64,Male
aviva_travel_insurance,20210914,45-54,Female
best_travel_insurance,20211105,65+,Male
insure_and_go_travel_insurance,20210513,65+,Female
pufin_travel_insurance,20211125,65+,Female
static_caravan_insurance,20210209,NULL,Male
travel_to_amber_countries_travel_insurance,20210628,65+,Male
avanti_insurance_travel,20211028,65+,Male
by_30000_euro_health_policy_for_bulgaria,20210306,55-64,Male
coverwise_travel_insurance,20211108,NULL,Male
holiday_insurance,20220114,55-64,Female
nationwide_flex_account_insurance,20211117,55-64,Male
the_aa_insurance,20211205,45-54,Female
aa_insurance,20211109,NULL,NULL
holiday_insurance,20211116,65+,Male
puffin_travel_insurance_renewal,20210729,65+,Male
aa_insurance_services,20220114,NULL,Male
annual_travel_insurance_for_over_65,20220119,65+,Female
best_travel_insurer,20211105,65+,Male
holiday_extras,20211115,65+,Female
holiday_insurance,20210221,25-34,Male
travelling_to_france_covid_19_insurance,20210628,65+,Male
wwwergotravelinsurancecouktravelinsuranceclaims,20211223,45-54,Female
holiday_cover,20220119,55-64,Male
travel_insurance_to_amber_countries,20210609,65+,Male
which_is_the_best_travel_insurance_for_over_70s,20210621,65+,Male
annual_travel_insurance_comparison,20210508,65+,Male
axa_travel_insurance_thailand,20210830,55-64,Male
boots_holiday_insurance,20210626,65+,Female
monzo_travel_insurance,20210617,25-34,NULL
rias,20211228,65+,Male
staycation_holiday_insurance_covid_cover_travel_insurance,20210611,55-64,Female
top_rated_travel_insurance_for_uk_trip,20210427,65+,Male
tui,20210312,45-54,Female
axa_holiday_insurance,20211127,65+,Male
coverwise_travel_insurance,20210916,55-64,Male
covid_insurance_only,20210621,65+,Male
how_to_get_travel_insurance_for_amber_list_countries,20210707,25-34,NULL
the_best_travel_insurance,20210801,65+,Male
travel_insurance,20220119,65+,Male
wwwtraveldirectoryserviceorguk,20210813,65+,Female
go_compare_holiday_let_insurance,20211122,NULL,NULL
travel_insurance_with_covid_cover,20211110,55-64,Female
coverwise_travel_insurance,20211229,65+,Male
martin_money_tips_travel,20210606,55-64,Female
post_office_travel_insurance,20210913,65+,Male
spain_is_my_travel_insurance_valid,20210612,65+,Male
aa_car_insurance,20220120,55-64,Male
axa_thailand_covid_insurance,20211221,35-44,Male
does_holiday_insurance_cover_covid_,20220105,45-54,Male
holiday_extras_travel_insurance,20220131,65+,Male
natwest_platinum_account,20220118,65+,Male
new_travel_rules,20210919,65+,Male
thailand_travel_insurance,20210423,NULL,Male
what_travel_insurance_do_i_need_for_royal_caribbean_cruise,20211004,45-54,Female
axa_lloyds_travel_insurance_complaints,20210803,65+,Male
axa_thailand_covid_insurance,20220103,55-64,Male
barclays_current_account_travel_insurance,20210805,65+,Male
coverwise_holiday_insurance,20210718,45-54,Female
covid_holiday_insurance_to_cover_uk_trip,20220124,55-64,Female
cruise_holiday_insurance,20210326,65+,Female
holiday_insurance_with_covid_19_self_iosolation_cover,20211111,35-44,Female
race_insurance,20211003,65+,Male
aa_insurance,20220114,55-64,Female
best_travel_insurance_for_people_with_medical_conditions,20211013,45-54,Male
coverwise_travel_insurance,20211124,65+,Female
p_j_hayman_travel_insurance,20210416,65+,Female
rias,20210505,65+,Male
travel_insurance_covid_19,20210415,65+,Male
which_best_cruise_insurance,20220111,NULL,NULL
bennetts_travel_insurance,20220102,65+,Male
best_travel_insurance,20211009,45-54,Male
nationwide_travel_insurance_with_flex_account,20220125,65+,Male
is_travel_to_the_ukraine_allowed,20210307,45-54,Male
nationwide_travel_insurance,20211016,55-64,Female
staysure,20211108,25-34,Male
abta_travel_sure_insurance,20211019,55-64,Male
axa_sawasdee_thailand,20220115,45-54,Male
coverwise,20211018,65+,Female
covid_travel_insurance_uk,20220119,55-64,Male
nationwide_holiday_insurance,20210822,65+,Female
rock_insurance_travel,20210522,65+,Female
stayssure,20211116,65+,Male
staysure_travel_insurance,20211106,65+,Male
travel_insurance,20220131,65+,Female
travel_insurance_direct_uk,20210501,65+,Female
uk_coach_trip_insurance,20220114,65+,Male
martin_lewis_best_travel_insurance,20220124,65+,Male
rias,20210526,65+,Male
best_travel_insurance,20211018,65+,Male
coverwise_travel_insurance,20220106,55-64,Female
insurance_cover_for_cruise_with_covid_cover,20220116,25-34,Female
which_magazine_covid_travel_insurance,20210805,65+,Male
avanti_insurance_complaints,20210916,65+,Female
aviva_travel_insurance,20211115,65+,Male
barclayscoukinsurancetravelinsurancetravelpackipid,20211108,55-64,Male
best_coronavirus_travel_insurance_comparison,20210906,65+,Female
can_you_get_travel_insurance_if_you_have_cancer,20210725,65+,Female
do_i_need_travel_insurance_to_visit_european_countries,20210712,35-44,Male
insurance_for_3_night_cruise,20210728,65+,Female
post_office_travei_insurance,20211210,NULL,Female
aviva_hsbc_travel_insurance_cover_proof_of_insurance,20210602,65+,Male
axa_travel_insurance_thailand_online,20220112,45-54,Female
global_health_insurance_card,20210630,65+,Male
jet2holidays,20210327,65+,Male
kris_cruisers_insurance,20210320,65+,Female
longterm_travel_insurance,20220113,65+,Male
worls_firt_teravel_insurance,20220111,NULL,Male
best_travel_insurance,20210418,65+,Male
is_natwest_platinum_reward_insurance_ok_for_cruise_holidaysd,20210719,45-54,Female
nationwide_travel_insurance,20210805,65+,Female
cheap_holiday_insurance,20220123,55-64,NULL
covid_19_travel_insurance,20220116,NULL,NULL
covid_travel_insurance,20220119,55-64,Male
holiday_insurance,20210317,65+,Female
churchill_travel_insurance_quotes,20211213,65+,NULL
compare_the_market_travel_insurance_for_over_70s,20210508,65+,NULL
rais_insurance_uk,20210519,35-44,Female
travel_insurance_for_the_over_70s,20210916,65+,NULL
travel_insurnace,20211011,45-54,Male
cancellation_insurance,20211128,65+,Female
holiday_insurance_with_medical_conditions,20211029,55-64,Female
insure_and_go_travel_insurance,20210630,65+,Male
travel_insurance_companies,20210616,65+,Female
travel_insurance_with_medical_conditions,20211026,65+,Male
can_uk_citizens_travel_to_northern_ireland_from_uk,20210618,65+,Male
cheapest_travel_insurance,20211122,65+,Male
compressive_travel_ins_covering_everything_from_cancellation_to_coronavirus,20211228,55-64,Female
covid_travel_insurance_for_uk,20211210,65+,Male
holiday_insurance,20210930,65+,Male
best_travel_insurance_for_covid,20211206,45-54,Male
covid_travel_insurance,20220113,65+,Female
how_long_to_declare_a_heart_attack_for_holiday_insurance,20220122,65+,Male
morethan_insurance,20210324,65+,Female
travel_insurance,20220114,65+,Male
travel_insurance_spain,20210706,15-24,Male
lastminutecom_travel_insurance_for_over_65,20210803,65+,Male
national_westminster_bank_travel_insurance,20211122,65+,Female
travelsure_insurance,20210922,65+,Male
cheap_travel_insurance,20210812,55-64,Male
compare_thge_market_travel_insurance_for_over_70,20211208,65+,Female
myinsurance_travel,20211015,35-44,Female
rias_insurance_login,20210316,65+,Female
travel_nsurance_cover_for_you,20220124,45-54,Female
abta_travel_sure_insurance,20210901,65+,Male
are_bolton_council_gyms_free_over_65,20210731,65+,Male
insure_and_go,20220105,45-54,Male
nationwide_travel_insurance,20210811,65+,Male
nationwideinsurancitravel,20210908,65+,Male
travel_insurance,20210208,65+,NULL
uswitch_travel_insurance,20211116,65+,Female
wwwnationwidecoukflexaccounttravelinsurance,20220118,65+,Male
lv_travel_insurance_over_70,20210823,65+,Male
nationwide_travel_insurance_policy,20211102,65+,Female
npa_travel_insurance_reviews,20211019,35-44,Male
puffin_travel_insurance_with_covid_cover,20210721,65+,Female
rock_travel_insurance_uk_on_the_beach,20211222,65+,Male
should_you_put_mitral_regurgitation_on_your_travel_insurance_comparison,20210625,65+,Male
tcoverwise,20210202,NULL,Male
uk_covid_travel_insurance_cover,20210217,25-34,NULL
which_recommended_travel_insurance_for_over_70s,20211027,65+,Female
aviva_travel_insurance_covid,20220115,65+,Female
churchill_travel_insuance,20211129,35-44,NULL
coverwise,20210618,65+,Female
imartin_lewis_money_man_impact_covid_on_insurance,20210220,45-54,Female
marks_and_spencer_travel_insurance,20211113,55-64,Male
staysure_travel_insurance_policy_no_18751701,20210329,65+,NULL
will_i_need_cruise_insurance_cover,20210924,55-64,Female
axa_insurance_entered_wrong_passport_number_what_can_i_do,20211005,65+,Male
best_travel_insurance_including_coronavirus_cover,20210311,45-54,Female
does_travel_insurance_cover_for_covid_regulations,20210219,65+,Male
insurance,20211015,65+,Male
nationwide_flex_travel_insurance,20211201,65+,Male
puffin_insurance,20210920,45-54,Male
rbs_platinumtravel_insurance,20210712,45-54,Male
travel_insurance_covering_covid_19,20211226,55-64,Male
travel_insurance_for_cruises,20211126,65+,Male
uk_news,20210515,45-54,Male
aviva_business_travel_insurance,20211115,35-44,Male
lloydsbankavatravelinsurancecom,20211101,65+,Female
travel_insurance_are_canary_islands_in_europe,20211215,65+,Male
bank_travel_insurance_cover_for_covid,20210509,55-64,Male
best_covid_coverage_travel_insurance_uk,20210905,65+,Female
best_holiday_insurance_list,20211103,35-44,NULL
holliday_insrance,20220114,65+,Male
lewis_martin_covit_travel_test_advice_for_greece,20211008,45-54,Male
low_cost_travel_insurance,20210428,55-64,Male
pandemic_staycation_travel_insurance,20210503,65+,Male
price_of_travel_insuirence_with_sarga,20210706,65+,Male
static_caravan_insurance_quote,20210410,65+,Male
tui_holidays,20210628,65+,Female
us_expat_travel_insurance,20210704,65+,Male
why_am_i_being_refused_travel_insurance_because_i_have_fibroids,20210729,45-54,NULL
all_clear_holiday_insurance,20211115,NULL,Male
lloyds_insurance_for_over_80s,20210818,65+,Male
nationwidecoukhelptravel,20220119,65+,Male
travel_insurance_for_over_80s,20210831,65+,Male
aviva_hsbc_travel_proof,20211124,65+,Male
credit_cards_which_include_travel_insurance,20210813,65+,Male
itv_news,20210517,55-64,Female
travel_insurance,20210308,65+,Male
travel_insurance,20210811,65+,Female
travel_insurance_november_2021,20210217,25-34,NULL
coverwise_travel_insurance,20211120,55-64,Female
lloyds_axa_travel_insurance,20210502,35-44,Male
nationwide_travel_insurance,20210809,65+,Female
nationwide_travel_insurance_with_flex_account,20210222,65+,Female
nationwide_travel_insurance_with_flex_account,20210923,65+,Male
rbs_royalties_benefits,20210310,65+,Female
travel_insurance_review,20210805,55-64,Male
what_to_do_when_insurance_doesnt_help_with_medical_claims,20211023,45-54,Female
axa_travel_insurance_for_over_65,20211101,45-54,Male
boots_travel_insurance,20220112,55-64,Female
rias_insurance,20211207,45-54,Female
static_caravan_insurance,20210522,65+,Male
direct_line_travel_insurance_promo_code,20220111,65+,Male
how_to_claim_against_travel_insurance_policy_refund,20210225,45-54,Female
insure_and_go,20210503,35-44,NULL
lloydscomavatravel,20211031,65+,Female
rias,20210407,65+,Female
travel_insurance_comparison,20210503,65+,Male
travel_insurance_for_over_65,20210307,65+,Male
wwwavivacoukhsbctravelproof,20220106,NULL,NULL
covid_insurance_coverage_for_travel,20210618,35-44,Female
covid_travel_insurance,20220131,65+,Male
do_you_start_you_travel_insurance_for_the_first_day_of_travel,20210508,55-64,Female
leisure_guard_travel_insurance,20211115,65+,Female
travel_insurance_for_amber_list_countries,20210706,65+,Female
travel_insurance_for_over_65,20220120,55-64,Female
aa_insurance_login_uk,20211222,45-54,Male
travel_insurance_that_covers_covid_in_ukraine_buy_in_the_uk,20210701,45-54,Female
when_does_a_travel_insurance_start,20211006,65+,Male
axa_thailand_covid_insurance,20211220,35-44,Male
canada_ottawa_covid,20211217,45-54,Male
does_thailand_accept_emirates_covid_insurance_cover,20211107,55-64,Male
holiday_extras,20210921,65+,Male
travel_insurance_since_leaving_the_eu,20210223,65+,Male
wwwriascouk,20210815,65+,Male
bank_accounts_with_holiday_insurance,20210718,55-64,Female
holiday_insurance_compare,20220126,65+,Male
acklams_travel,20210629,65+,Female
amber_country_travel_insurance,20210529,55-64,Male
banks_that_offer_free_travel_insurance,20211127,65+,Male
best_world_travel_insurance,20210425,65+,NULL
churchill_travel_insurance_quote,20211225,NULL,Male
does_travel_insurance_cover_you_if_you_need_to_quarentine_on_arrive_to_destination,20211120,45-54,Female
martin_lewis_travel_insurance_for_the_over_70s,20220131,65+,Male
cattery_cover_on_travel_insurance_staysure,20220121,65+,Female
medical_travel_insurance,20210505,65+,Female
motorcycle_travel_insurance,20210624,65+,Male
nationwide_travel_insurance,20210805,45-54,NULL
travel_insurance,20211126,65+,Male
travel_insurance_amber_list,20210809,65+,Female
aviva_travel_insurance_quote,20220128,65+,Male
axa_annual_travel_insurance,20210220,65+,Female
nationwidecoukcurrentaccountsflexplustravelinsurance,20220104,55-64,Female
natwest_travel_insurance_policy_document,20211108,65+,Male
travel_insurance_for_under_eighteens,20220119,65+,Male
age_concern,20210524,65+,Male
aviva_travel_insurance,20211107,65+,Male
best_covid_travel_insurance,20210827,25-34,Female
cheap_uk_travel_insurance,20220115,65+,Female
natwest_silver_travel_insurance,20210522,65+,Male
puffin_travel_insurance,20211005,65+,Male
explorer_travel_insurance_covid_cover,20210422,65+,Male
martin_lewis_travel_insurance,20220127,65+,Male
morethyan_insurance,20210511,65+,Male
rock_insurance,20211222,65+,Male
aa_insurance,20211014,NULL,Female
best_travel_insurance_for_over_70s,20211112,65+,Female
holiday_home_insurance,20210804,55-64,Male
holiday_insurance_compare,20220125,65+,Male
hsbc_travel_insurance,20210709,35-44,Male
nationwide_building_society_senior_travel_insurance_offerings,20220112,55-64,Female
puffinpetinsurance,20211115,65+,Male
travel_insurance_for_over_70,20211016,65+,Male
who_are_staysure,20211002,65+,Male
emirates_insurance,20210227,65+,Male
government_advice_on_travel_to_malta,20210610,65+,Male
nationwide_travel_insurance_with_flex_account,20211020,65+,Male
paying_too_much_travel_insurance,20210910,NULL,Female
staysure_travel_insurance,20210820,65+,Female
best_travel_insurance_deals,20211010,NULL,Male
cheap_travel_insurance_uk,20210928,55-64,Male
coverwise,20210807,55-64,Female
covid_travel_insurance,20211119,NULL,NULL
travel_insurn,20211224,55-64,Female
uk_insurance_ltd_nationwide,20211227,NULL,Female
which_travel_insurance_covers_covid_19_symptoms,20210713,65+,Male
coronavirus_insurance,20220131,65+,Male
do_i_need_travel_insurance_forcthe_isle_of_man,20210816,65+,Female
medical,20210805,65+,Male
natwest_holiday_insurance_advantage_gold,20210804,65+,Male
guest_first_uk_holiday_insurance,20211221,65+,Male
mibajewellery_compare,20210522,55-64,Male
staysure_travel_insurance,20210422,65+,Male
golf_insurance,20210510,35-44,Male
guestfirstcouk,20220110,NULL,NULL
travel_insurance_comparison,20220112,65+,Female
cooperative_bank_travel_nsurance,20211017,45-54,NULL
holiday_safe,20220118,65+,Male
insurance_covid_and_travel_to_france,20210628,65+,Male
login_to_lloyds_bank_travel_insurance_premier_account_administered_by_allianz_assistance,20220130,65+,Male
rias,20210621,65+,NULL
travel_ins_within_uk_no_medical_questions,20210215,65+,Female
travel_insurance_amber_list,20210729,65+,Female
aa_insurance,20211206,35-44,Female
are_we_still_allowedto_book_holidays_this_year_under_covid,20210326,NULL,Male
can_i_transfer_holiday_insurance_to_following_year,20210528,65+,Female
cheap_travel_insurance_for_over_80s,20210911,65+,Female
cruise_travel_insurance,20210630,65+,Female
nationwide_flex_travel_insurance,20211125,NULL,Male
saga_select_travel_insurance,20210920,65+,Male
travel_insurance_quotes,20211208,65+,NULL
travel_insurance_that_covers_amber_list_countries,20210731,45-54,Male
canarire_island_insurance,20211026,65+,Male
caravan_insurance_compare_the_market,20210810,65+,Female
cheap_travel_insurance,20211004,45-54,Male
is_lv_good_for_travel_insurance,20220110,NULL,NULL
puffin_insurance,20211107,NULL,NULL
royal_mail_travel_insurance,20210424,65+,Female
staysure_travel_insurance,20210806,55-64,Male
trailfinders_travel,20210814,65+,NULL
aviva_travel_insurance,20220117,65+,Male
avivacoukbarclaystravelgroup,20210914,55-64,Male
can_i_go_abroad_with_cancer,20210728,55-64,Female
covid_holiday_insurance,20210511,55-64,Female
insurance_with_emirates_airlines_dubai,20211126,65+,Male
our_holiday_home_insurance_company,20211113,65+,Female
paying_too_much,20210916,65+,Female
rias,20210515,65+,Female
thailand_axa,20211218,35-44,Male
aa_insurance,20220115,NULL,NULL
best_travel_insurance_companies,20211018,15-24,Male
best_travel_insurance_coop,20210715,55-64,Male
best_travel_insurance_include_covid,20220110,NULL,NULL
coverwise_travel_insurance,20210920,45-54,Male
nationwide_travel_insurance_with_flex_plus_account_covid_cover,20210823,65+,Male
rias,20210314,55-64,Female
travel_insurance,20220119,NULL,Male
which_travel_insurance,20210815,65+,Male
asda_travel_insurance,20220114,65+,Female
coronavirus_travel_insurance,20210201,55-64,Female
lloydsbankavatraelinscom,20210825,65+,Female
making_amendment_on_tui_holidays_with_axa_insurance,20220126,25-34,Male
martin_lewis_travel_insurance,20211026,45-54,Female
travel_insurance_2021_covering_covid,20210217,25-34,NULL
holiday_insurance,20210509,65+,Male
holiday_insurance_covid_cover,20220128,NULL,Male
lloydsbankavatravelinsurancecom,20210825,65+,Female
uk_insurance_ltd_travel,20211027,65+,Female
cheap_travel_insurance,20220115,65+,Female
compare_travel_insurance_quotes,20210708,65+,Female
manila_cebu_flieght,20210314,35-44,Male
who_is_the_best_travel_insurance_company_in_the_uk,20211124,NULL,Male
staysure_insurance_reviews,20220126,65+,Female
travel_insurance_if_amber_goes_to_red,20210805,65+,Male
travel_insurance_over_65,20210704,65+,Male
virgin_holiday_insurance,20220112,65+,Female
boots_travel_insurance_single_trip,20220112,55-64,Female
insurance_for_travel_to_europe,20210728,45-54,Female
rias_van_motor_insurance,20210906,65+,Male
salt_insurance,20211120,65+,Male
why_has_travel_insurance_shot_up_in_price,20220123,55-64,Female
wize_coverwise,20211129,35-44,Female
wwwleisureguardtravelinsurancecom,20210725,55-64,Male
allianz_travel_insurance,20210429,55-64,Female
annual_travel_insurance_50_days_staying_uk,20220126,45-54,Female
covid_cancellation_travel_insurance,20210712,45-54,Female
covid_travel_insurance,20220106,55-64,Female
nationwide_membership_travel_insurance,20220124,65+,Male
fly_water_travel_insurance,20210418,65+,Male
insure_and_go,20211124,55-64,Male
lloyds_axa_travel_insurance,20210823,65+,Female
martin_lewis_travel_insurance,20210921,55-64,Female
aa_insurance,20210831,35-44,Male
cheap_travel_insurance,20210528,55-64,Male
if_im_only_part_vaccinated_where_can_i_get_travel_insurance_for_costa_rica,20210829,45-54,Female
jet2holidays,20210319,55-64,Female
joint_travel_insurance,20211007,45-54,Male
lv_travel_insurance,20211004,65+,Female
puffin_insurance,20210827,65+,Female
travel_insurance_comparison,20220116,65+,Male
travel_insurance_with_medical_conditions,20211025,65+,Male
which_banks_do_travel_insurance_for_69_year_olds,20210817,65+,Female
bank_accounts_with_holiday_insurance,20211018,65+,Male
best_current_account_deals_with_travel_insurance,20210820,65+,Male
cheap_travel_insurance_for_europe,20220126,NULL,Female
having_been_diagnosed_with_bowel_cancer_can_i_get_travel_insurance_for_usa,20220129,NULL,Female
holiday_insurance_for_over_80s,20210325,65+,Female
holiday_travel_insurance_with_covid_cover,20211027,65+,Male
insuratrip_travel_insurance,20210303,65+,Female
over_70s_travel_insurance_best_price_spain,20211201,65+,Female
ski_insurance_over_70s,20211009,65+,Male
travel_insurance_with_medical_conditions_for_over_70,20210918,65+,Male
where_can_i_find_the_best_travel_insurance,20210706,65+,Male
which_best_travel_insurance_for_covid_cover,20211213,65+,Male
aa_home_insurance,20220108,65+,Male
aviva_travel_insurance,20211027,65+,Male
can_i_gwt_travel_insurance_with_cancer,20211208,65+,Female
post_office_travel_insurance_reviews,20210920,55-64,Female
travel_insurance,20220105,55-64,Male
travell_insurance,20210813,45-54,Male
all_clear_travel_insurance_over_70,20211206,45-54,Female
allianz_assistance_travel_insurance_lloyds_bank,20211023,NULL,Male
annual_holiday_insurance,20210523,65+,NULL
covid_insurance_cover_for_travel_to_sa,20220110,45-54,Female
heath_insurance_for_student_travelling_abroad_to_study_on_erasmus_2021_2022,20210718,NULL,Female
lloyds_travel_insurance_customer_service,20220106,65+,Female
aviva_travel_insurance,20211122,65+,Male
ryanair,20210223,65+,Male
wizzair_travel_insurance,20210730,45-54,Female
covid_19_travel_insurance,20211202,35-44,Female
do_i_need_holiday_insurance_for_spain,20210704,65+,Male
do_you_have_to_have_insurance_to_go_on_a_cruise,20211203,55-64,Male
staysure_travel_insurance,20211113,NULL,Male
abta_travel_insurance,20220118,65+,Male
basic_cover_cancellation_cover_if_you_are_diagnosed_with_coronavirus,20210512,55-64,Male
can_i_get_travel_insurance_to_portugal,20210619,65+,Male
churchill_holiday_insurance_uk,20211225,NULL,Male
martin_lewis_money_saving_expert_travel_insurance,20220108,65+,Female
puffin_insurance,20210920,55-64,Female
travel_insurance_depart_13_may_south_africa,20210510,55-64,Female
who_are_the_best_travel_insurance_companies,20220111,65+,Male
www_ergo_travel_insurance,20210823,65+,Male
avanti_travel_insurance,20220118,65+,Female
hsbc_travel_insurance_reference_aesasnlcletmd2,20210602,65+,Male
rias_insurance,20220110,35-44,Female
travel_directory_moneyadviceserviceorguk,20210802,45-54,Male
wwwbankofscotlandavatravelinsurancecom,20211027,65+,Male
avanti_insurance,20210907,65+,Male
post_office_travel_insurance,20220128,65+,Male
tesco_travel_insurance,20210702,65+,Female
travel_insurance,20211224,65+,Male
travel_insurance_covid,20220111,NULL,NULL
travel_insurance_will_90_day_cover_insurance,20211229,45-54,Female
travel_insurance_with_medical_conditions,20220111,NULL,Male
best_covid_cover_travel_insurance,20211020,55-64,Male
best_travel_ins,20211207,65+,Male
hoilday_insurance,20220123,45-54,Female
medical_insurance_travel_policy_refusal_problems,20210927,65+,Male
rias,20220103,65+,Female
travel_insurance,20210926,45-54,Male
travel_insurance_covering_covid,20220109,45-54,Male
brussels_air_line_travel_insurance,20220115,45-54,Female
handelsbanken_bank_accounts_with_travel_insurance,20210827,65+,Male
holiday_home_insurance,20210813,NULL,Male
leisure_guard_travel_insurance,20210715,NULL,Female
nationwide_building_society_travel_insurance,20211023,65+,Female
nationwide_travel_insurance,20211116,55-64,Female
uk_covid_travel_insurance,20210220,45-54,Male
why_wont_my_travel_insurance_pay_my_medical_expences_while_on_holiday,20210703,65+,Male
aviva_insurance_barclays_travel_plus_pack,20210629,65+,Male
john_lewis_travel_insurance,20220111,65+,Male
nationwide_travel_insurance_with_flex_account,20211122,65+,Male
best_travel_insurance_company,20220124,65+,Male
